CHEMBL1200950|CLIDINIUM BROMIDE
CHEMBL23|DILTIAZEM
CHEMBL2108593|EPOETIN ZETA
CHEMBL1201556|BECAPLERMIN
CHEMBL42403|BORIC ACID
CHEMBL3186492|ONDANSETRON HYDROCHLORIDE
CHEMBL2095211|LORCASERIN HYDROCHLORIDE
CHEMBL1201545|INSULIN SUSP ISOPHANE BEEF
CHEMBL2218896|NABILONE
CHEMBL773|GLYCINE
CHEMBL2448613|PIMAVANSERIN TARTRATE
CHEMBL599|MELOXICAM
CHEMBL421701|DITHIAZANINE IODIDE
CHEMBL1201142|RASAGILINE MESYLATE
CHEMBL1909298|PINAVERIUM BROMIDE
CHEMBL1703|METFORMIN HYDROCHLORIDE
CHEMBL848|LENALIDOMIDE
CHEMBL1708|PAROXETINE HYDROCHLORIDE
CHEMBL1201631|INSULIN
CHEMBL2108078|PARATHYROID HORMONE
CHEMBL729|LOPINAVIR
CHEMBL1180725|PROPANTHELINE
CHEMBL1724|MEPENZOLATE BROMIDE
CHEMBL1014|CANDESARTAN CILEXETIL
CHEMBL1769|PROPOXYCAINE HYDROCHLORIDE
CHEMBL1201566|DARBEPOETIN ALFA
CHEMBL1549|HYDROCORTISONE CYPIONATE
CHEMBL3039540|ADUCANUMAB
CHEMBL570|TRIFLUPROMAZINE
CHEMBL600|ACETYLCYSTEINE
CHEMBL4650273|SETMELANOTIDE ACETATE
CHEMBL271227|ABIRATERONE ACETATE
CHEMBL588|FENOLDOPAM
CHEMBL1200622|PARICALCITOL
CHEMBL1200648|ROCURONIUM BROMIDE
CHEMBL529437|COCAINE HYDROCHLORIDE
CHEMBL713|ENTECAVIR
CHEMBL79|LIDOCAINE
CHEMBL3545376|ERDAFITINIB
CHEMBL668|PROTRIPTYLINE
CHEMBL1200866|PERFLUBRON
CHEMBL238804|SELEXIPAG
CHEMBL1750|CLOFARABINE
CHEMBL919|FOSPHENYTOIN SODIUM
CHEMBL190461|CANNABIDIOL
CHEMBL1200581|DIATRIZOATE SODIUM
CHEMBL1201746|PRALATREXATE
CHEMBL1201573|OPRELVEKIN
CHEMBL1524273|PHTHALYLSULFATHIAZOLE
CHEMBL1238|AZELAIC ACID
CHEMBL1023|BEXAROTENE
CHEMBL3989855|PSEUDOEPHEDRINE SULFATE
CHEMBL443605|HEXYLRESORCINOL
CHEMBL370805|COCAINE
CHEMBL1689|TOLAZOLINE HYDROCHLORIDE
CHEMBL188952|PIRPROFEN
CHEMBL1108|DROPERIDOL
CHEMBL1440|TETRACYCLINE
CHEMBL1684|BENDROFLUMETHIAZIDE
CHEMBL1201649|ESTROGENS, CONJUGATED
CHEMBL1200473|CYCLOPENTOLATE HYDROCHLORIDE
CHEMBL1445|FLUOXYMESTERONE
CHEMBL1200813|ACEBUTOLOL HYDROCHLORIDE
CHEMBL93645|ACECLOFENAC
CHEMBL2359670|THIETHYLPERAZINE MALATE
CHEMBL1201567|FILGRASTIM
CHEMBL1095777|INDACATEROL
CHEMBL1200596|CHLOROXINE
CHEMBL650|METHYLPREDNISOLONE
CHEMBL408513|BELINOSTAT
CHEMBL285802|ZOTEPINE
CHEMBL514800|APREMILAST
CHEMBL1592101|BISMUTH SUBGALLATE
CHEMBL389621|HYDROCORTISONE
CHEMBL2103875|TRAMETINIB
CHEMBL1453317|DIETHYLTOLUAMIDE
CHEMBL1683544|ERIBULIN MESYLATE
CHEMBL1206|ETHOPROPAZINE
CHEMBL1200495|HYDROCORTISONE SODIUM SUCCINATE
CHEMBL3084748|TROSPIUM CHLORIDE
CHEMBL861|MEPHENYTOIN
CHEMBL1208|CINOXACIN
CHEMBL636|RIVASTIGMINE
CHEMBL637|VENLAFAXINE
CHEMBL1308|FOMEPIZOLE
CHEMBL572|NITROFURANTOIN
CHEMBL939|GEFITINIB
CHEMBL1200758|AMPICILLIN SODIUM
CHEMBL866|MYCOPHENOLIC ACID
CHEMBL1643|RIBAVIRIN
CHEMBL196|ASCORBIC ACID
CHEMBL3545368|PANOBINOSTAT LACTATE
CHEMBL1201048|DROMOSTANOLONE PROPIONATE
CHEMBL1633|KETOTIFEN FUMARATE
CHEMBL1200946|NANDROLONE DECANOATE
CHEMBL1170|TESTOSTERONE PROPIONATE
CHEMBL494|ILOPROST
CHEMBL9|NORFLOXACIN
CHEMBL2028850|ICATIBANT
CHEMBL305906|CETYLPYRIDINIUM
CHEMBL1237061|PITAVASTATIN CALCIUM
CHEMBL1201836|OFATUMUMAB
CHEMBL2105741|TRAMETINIB DIMETHYL SULFOXIDE
CHEMBL3301610|ABEMACICLIB
CHEMBL487253|BENDAMUSTINE
CHEMBL14370|REBOXETINE
CHEMBL537669|YOHIMBINE HYDROCHLORIDE
CHEMBL1200609|PAROXETINE MESYLATE
CHEMBL2103868|CABOZANTINIB S-MALATE
CHEMBL3707326|BUROSUMAB
CHEMBL1200632|CLINDAMYCIN PALMITATE HYDROCHLORIDE
CHEMBL1008|BEPRIDIL
CHEMBL1740659|FURSULTIAMINE
CHEMBL253582|SUCROSE
CHEMBL2003538|CETYLPYRIDINIUM CHLORIDE
CHEMBL434|ISOPROTERENOL
CHEMBL1584|PIPERACETAZINE
CHEMBL728|PROCHLORPERAZINE
CHEMBL1558|PRAZOSIN HYDROCHLORIDE
CHEMBL4297229|PRABOTULINUMTOXIN A
CHEMBL716|QUETIAPINE
CHEMBL269732|TACROLIMUS
CHEMBL639|AZELASTINE
CHEMBL2103741|LEVOTHYROXINE SODIUM
CHEMBL1083659|SUVOREXANT
CHEMBL277535|BIFONAZOLE
CHEMBL1200728|GUANIDINE HYDROCHLORIDE
CHEMBL1200633|IVERMECTIN
CHEMBL545|ALCOHOL
CHEMBL3545184|VELCALCETIDE
CHEMBL506569|LANATOSIDE C
CHEMBL1351|CARBOPLATIN
CHEMBL1200749|LEVOBUPIVACAINE HYDROCHLORIDE
CHEMBL45816|MIBEFRADIL
CHEMBL4594393|CALCIUM OXYBATE
CHEMBL629|AMITRIPTYLINE
CHEMBL1201486|QUINIDINE POLYGALACTURONATE
CHEMBL70418|CLOBAZAM
CHEMBL742|KETAMINE
CHEMBL13280|FLUNITRAZEPAM
CHEMBL502109|BENZALKONIUM CHLORIDE
CHEMBL1697737|CLOTIAZEPAM
CHEMBL294199|CAPSAICIN
CHEMBL2103736|FENOPROFEN CALCIUM
CHEMBL307145|PYROGALLOL
CHEMBL3989724|FLURAZEPAM HYDROCHLORIDE
CHEMBL1773|CAPECITABINE
CHEMBL1349|VALACYCLOVIR
CHEMBL282042|SAQUINAVIR MESYLATE
CHEMBL441738|AFAMELANOTIDE
CHEMBL507674|CEFOPERAZONE
CHEMBL976|PRAZIQUANTEL
CHEMBL1200376|BETAMETHASONE BENZOATE
CHEMBL282052|METHAQUALONE
CHEMBL3989973|PEXIDARTINIB HYDROCHLORIDE
CHEMBL2105527|TETRAZEPAM
CHEMBL1168|RAMIPRIL
CHEMBL32800|FENOTEROL
CHEMBL472|GLYBURIDE
CHEMBL175|DEXIBUPROFEN
CHEMBL170988|PHENFORMIN
CHEMBL979|MEPROBAMATE
CHEMBL552659|FLUNARIZINE HYDROCHLORIDE
CHEMBL1201639|INSULIN ZINC SUSP BEEF
CHEMBL93268|SODIUM NITRITE
CHEMBL1201608|MUROMONAB-CD3
CHEMBL354541|LOMITAPIDE
CHEMBL113150|CETRIMIDE
CHEMBL4297774|AMIVANTAMAB
CHEMBL1201827|PANITUMUMAB
CHEMBL1764|LEVOMEPROMAZINE
CHEMBL3301627|TENAPANOR HYDROCHLORIDE
CHEMBL1201011|QUINAPRIL HYDROCHLORIDE
CHEMBL1233|CARISOPRODOL
CHEMBL1082|AMOXICILLIN
CHEMBL1237080|GRANISETRON HYDROCHLORIDE
CHEMBL1908377|PYRVINIUM PAMOATE
CHEMBL1200710|CLOMIPRAMINE HYDROCHLORIDE
CHEMBL1294|QUINIDINE
CHEMBL4594288|LEVAMLODIPINE MALEATE
CHEMBL1963684|PEGINESATIDE ACETATE
CHEMBL1201192|ARMODAFINIL
CHEMBL1201470|HYDROCODONE POLISTIREX
CHEMBL1718|NALOXONE HYDROCHLORIDE
CHEMBL2216870|IDELALISIB
CHEMBL1201439|BASILIXIMAB
CHEMBL1200382|BEPRIDIL HYDROCHLORIDE
CHEMBL2021430|DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL3544914|TEZACAFTOR
CHEMBL1200559|LACTIC ACID
CHEMBL1201466|ESTROGENS, CONJUGATED SYNTHETIC A
CHEMBL1399|ANASTROZOLE
CHEMBL1720|PALONOSETRON HYDROCHLORIDE
CHEMBL1201643|INSULIN ZINC SUSP PROMPT PURIFIED PORK
CHEMBL1200562|HYDROCORTISONE VALERATE
CHEMBL2361370|PENBUTOLOL SULFATE
CHEMBL4297819|ROPEGINTERFERON ALFA-2B
CHEMBL1742994|BRENTUXIMAB VEDOTIN
CHEMBL1201716|MECASERMIN
CHEMBL2105743|OLODATEROL HYDROCHLORIDE
CHEMBL1771|CLOPIDOGREL
CHEMBL1442422|DIBENZEPIN
CHEMBL1201154|PROCHLORPERAZINE EDISYLATE
CHEMBL1444|LETROZOLE
CHEMBL14053|TRICHLOROACETIC ACID
CHEMBL1378024|PROTIONAMIDE
CHEMBL1201167|CARVEDILOL PHOSPHATE
CHEMBL1112|ARIPIPRAZOLE
CHEMBL1730|CEFOTAXIME
CHEMBL1068|OXCARBAZEPINE
CHEMBL2105717|CABOZANTINIB
CHEMBL1200413|TETRAHYDROZOLINE HYDROCHLORIDE
CHEMBL22108|DIMETHINDENE
CHEMBL1086440|TRICLABENDAZOLE
CHEMBL2103873|MACITENTAN
CHEMBL606|MISOPROSTOL
CHEMBL341812|IBUFENAC
CHEMBL1200493|NAFTIFINE HYDROCHLORIDE
CHEMBL1010|CEFOTAXIME SODIUM
CHEMBL1622|FOLIC ACID
CHEMBL3989932|ANGIOTENSIN II ACETATE
CHEMBL2178422|RIMEGEPANT
CHEMBL2109334|INEBILIZUMAB
CHEMBL1200825|METHADONE HYDROCHLORIDE
CHEMBL544428|MIANSERIN HYDROCHLORIDE
CHEMBL1152|PREDNISOLONE ACETATE
CHEMBL918|PHENACEMIDE
CHEMBL4594292|TEPOTINIB HYDROCHLORIDE
CHEMBL741|LAMOTRIGINE
CHEMBL2448612|ERGOTAMINE TARTRATE
CHEMBL136478|SODIUM NITROPRUSSIDE
CHEMBL1256137|CYSTEAMINE HYDROCHLORIDE
CHEMBL1590|PSEUDOEPHEDRINE
CHEMBL1514715|ETHAMSYLATE
CHEMBL1373|MODAFINIL
CHEMBL1201016|CEFPODOXIME PROXETIL
CHEMBL1200612|DIBUCAINE HYDROCHLORIDE
CHEMBL1200338|PINACIDIL
CHEMBL807|MEMANTINE
CHEMBL3989566|METOPROLOL FUMARATE
CHEMBL1200383|BENZTROPINE MESYLATE
CHEMBL1484251|CHLORHEXIDINE HYDROCHLORIDE
CHEMBL1315867|TERBUTALINE SULFATE
CHEMBL1200638|DEXBROMPHENIRAMINE MALEATE
CHEMBL1201130|BETAINE HYDROCHLORIDE
CHEMBL2362016|ARSENIC TRIOXIDE
CHEMBL667|ACETYLCHOLINE
CHEMBL1201580|ADALIMUMAB
CHEMBL3233142|LUMATEPERONE TOSYLATE
CHEMBL1201659|CHLORPHENIRAMINE POLISTIREX
CHEMBL277474|ANTIPYRINE
CHEMBL420|GUANABENZ
CHEMBL1201506|GEMTUZUMAB OZOGAMICIN
CHEMBL1201101|TESTOSTERONE CYPIONATE
CHEMBL3348963|TELOTRISTAT ETIPRATE
CHEMBL1095292|BRETYLIUM TOSYLATE
CHEMBL43|AMSACRINE
CHEMBL2108290|EPOETIN THETA
CHEMBL288470|AMINOPYRINE
CHEMBL895|NALBUPHINE
CHEMBL1201655|INSULIN SUSP ISOPHANE PURIFIED BEEF
CHEMBL1200877|FLUMETHASONE PIVALATE
CHEMBL1371|CHLORZOXAZONE
CHEMBL1201131|PIPERONYL BUTOXIDE
CHEMBL396778|SAFINAMIDE
CHEMBL3989677|HYDROCODONE BITARTRATE
CHEMBL2062264|PHENYLEPHRINE BITARTRATE
CHEMBL1334033|PERHEXILINE MALEATE
CHEMBL1398126|AMILORIDE HYDROCHLORIDE
CHEMBL1200903|SECOBARBITAL SODIUM
CHEMBL2109128|LENOGRASTIM
CHEMBL6|INDOMETHACIN
CHEMBL2145077|IVABRADINE HYDROCHLORIDE
CHEMBL1671|PROPRANOLOL HYDROCHLORIDE
CHEMBL1201546|INSULIN ZINC SUSP PURIFIED BEEF
CHEMBL2105732|LEVOMILNACIPRAN HYDROCHLORIDE
CHEMBL1200794|OXYMORPHONE HYDROCHLORIDE
CHEMBL383675|TEMOPORFIN
CHEMBL1201765|FESOTERODINE FUMARATE
CHEMBL184412|DRONEDARONE
CHEMBL846|CALCITRIOL
CHEMBL551466|ACLIDINIUM BROMIDE
CHEMBL1002|LEVOSALBUTAMOL
CHEMBL1103|FURAZOLIDONE
CHEMBL1200906|OXYPHENONIUM BROMIDE
CHEMBL1200534|MOEXIPRIL HYDROCHLORIDE
CHEMBL2104987|TEDUGLUTIDE
CHEMBL1004|DOXYLAMINE
CHEMBL1905872|DOCUSATE SODIUM
CHEMBL3544974|ASENAPINE MALEATE
CHEMBL1329567|XAMOTEROL FUMARATE
CHEMBL30008|FLUNARIZINE
CHEMBL1628502|GABAPENTIN ENACARBIL
CHEMBL4204794|AVAPRITINIB
CHEMBL45|MELATONIN
CHEMBL71752|VINPOCETINE
CHEMBL1542|AZATHIOPRINE
CHEMBL398440|CHLOROXYLENOL
CHEMBL1200503|BROMOCRIPTINE MESYLATE
CHEMBL3707183|QUINIDINE SULFATE
CHEMBL1654|RISEDRONATE SODIUM
CHEMBL1129|TRIFLURIDINE
CHEMBL28218|BROMPERIDOL
CHEMBL2108035|INCOBOTULINUMTOXINA
CHEMBL597|PHENTOLAMINE
CHEMBL477|ADENOSINE
CHEMBL1197051|ISOXSUPRINE
CHEMBL1653|PHENIRAMINE MALEATE
CHEMBL2110372|RANITIDINE HYDROCHLORIDE
CHEMBL1201217|DYCLONINE
CHEMBL2105759|BARICITINIB
CHEMBL1201661|CALCITONIN SALMON RECOMBINANT
CHEMBL3889654|LAROTRECTINIB
CHEMBL2364609|ESKETAMINE HYDROCHLORIDE
CHEMBL1159650|CLOBETASOL PROPIONATE
CHEMBL95|TACRINE
CHEMBL1768|BETHANECHOL CHLORIDE
CHEMBL19236|MOXONIDINE
CHEMBL64391|ITRACONAZOLE
CHEMBL2107797|NORGESTREL
CHEMBL511142|BUPRENORPHINE
CHEMBL859|OXYPURINOL
CHEMBL698|TETRACAINE
CHEMBL110691|CHLORMADINONE ACETATE
CHEMBL1200399|BUSPIRONE HYDROCHLORIDE
CHEMBL1201533|THYROTROPIN ALFA
CHEMBL1200761|CHLOROTRIANISENE
CHEMBL2364612|LATANOPROSTENE BUNOD
CHEMBL1713|CHLORPROMAZINE HYDROCHLORIDE
CHEMBL1200988|METHANTHELINE BROMIDE
CHEMBL3989478|THIETHYLPERAZINE MALEATE
CHEMBL1200773|TOCAINIDE HYDROCHLORIDE
CHEMBL3989924|LUTETIUM DOTATATE LU-177
CHEMBL290916|EDARAVONE
CHEMBL1492500|DOTHIEPIN
CHEMBL190|THEOPHYLLINE
CHEMBL2109047|INTERFERON ALFA-N3
CHEMBL1201023|ORPHENADRINE HYDROCHLORIDE
CHEMBL88055|RIMITEROL
CHEMBL328560|SULTHIAME
CHEMBL1201256|TRIMETHOBENZAMIDE
CHEMBL1029|MIGLUSTAT
CHEMBL1201032|RIZATRIPTAN BENZOATE
CHEMBL865|VALDECOXIB
CHEMBL3187723|BINIMETINIB
CHEMBL1162|NORETHINDRONE
CHEMBL644|TRIMIPRAMINE
CHEMBL1889140|ROPIVACAINE HYDROCHLORIDE
CHEMBL1201264|METHANTHELINE
CHEMBL103|PROGESTERONE
CHEMBL1089318|OPICAPONE
CHEMBL3186993|HYDROXYZINE HYDROCHLORIDE
CHEMBL1201863|DEXLANSOPRAZOLE
CHEMBL727|THIOGUANINE
CHEMBL63857|PHENOLPHTHALEIN
CHEMBL2368861|BUPRENORPHINE HYDROCHLORIDE
CHEMBL1668|RESCINNAMINE
CHEMBL12|DIAZEPAM
CHEMBL1201638|INSULIN SUSP PROTAMINE ZINC PURIFIED PORK
CHEMBL1289926|AXITINIB
CHEMBL564|PROMAZINE
CHEMBL1257|ENFLURANE
CHEMBL17157|TERFENADINE
CHEMBL1200885|ALOSETRON HYDROCHLORIDE
CHEMBL415|CLOMIPRAMINE
CHEMBL971|PENTOBARBITAL SODIUM
CHEMBL439|SULFADIAZINE
CHEMBL1588|THIAMINE
CHEMBL3989958|IVOSIDENIB
CHEMBL2105675|TAFAMIDIS MEGLUMINE
CHEMBL1201108|CONIVAPTAN HYDROCHLORIDE
CHEMBL416|METHOXSALEN
CHEMBL240597|CHENODIOL
CHEMBL1201153|ISOETHARINE MESYLATE
CHEMBL2146146|ATROPINE SULFATE
CHEMBL1200367|ECHOTHIOPHATE IODIDE
CHEMBL517712|ATROPINE
CHEMBL1642|IMATINIB MESYLATE
CHEMBL46740|BAZEDOXIFENE
CHEMBL1201574|ONABOTULINUMTOXINA
CHEMBL88|CYCLOPHOSPHAMIDE
CHEMBL1201089|DIPHENHYDRAMINE CITRATE
CHEMBL1405|ESTRONE
CHEMBL4594394|MAGNESIUM OXYBATE
CHEMBL1200392|DOXYLAMINE SUCCINATE
CHEMBL1201068|PROPIOMAZINE HYDROCHLORIDE
CHEMBL3189072|TIROFIBAN HYDROCHLORIDE
CHEMBL6995|PRACTOLOL
CHEMBL1601669|ALFACALCIDOL
CHEMBL2403108|CERITINIB
CHEMBL1382|TOLTERODINE
CHEMBL1200395|ORPHENADRINE CITRATE
CHEMBL1742982|AFLIBERCEPT
CHEMBL715|OLANZAPINE
CHEMBL772|RESERPINE
CHEMBL4594262|AMLODIPINE BENZOATE
CHEMBL1660|RIFAPENTINE
CHEMBL738|THIOPENTAL SODIUM
CHEMBL1201147|OCTOCRYLENE
CHEMBL655|MIDAZOLAM
CHEMBL180022|NERATINIB
CHEMBL51|KETANSERIN
CHEMBL1200806|NAPROXEN SODIUM
CHEMBL255863|NILOTINIB
CHEMBL1607480|OXYTETRACYCLINE HYDROCHLORIDE
CHEMBL2007641|PERTUZUMAB
CHEMBL3989920|PITAVASTATIN SODIUM
CHEMBL585|TRIAMTERENE
CHEMBL3989931|ENASIDENIB MESYLATE
CHEMBL277062|BROMAZEPAM
CHEMBL1201569|BOTULINUM TOXIN TYPE B
CHEMBL2105684|SELUMETINIB SULFATE
CHEMBL1585|PIPOBROMAN
CHEMBL1201182|TEMSIROLIMUS
CHEMBL1200542|DESOXYCORTICOSTERONE ACETATE
CHEMBL75880|PERHEXILINE
CHEMBL1566|ACARBOSE
CHEMBL1409|FLUVOXAMINE MALEATE
CHEMBL4297216|FEDRATINIB HYDROCHLORIDE
CHEMBL1201629|INSULIN PURIFIED BEEF
CHEMBL3833329|ERENUMAB
CHEMBL1098|BUPIVACAINE
CHEMBL1107|HALOFANTRINE
CHEMBL1200803|SOLIFENACIN SUCCINATE
CHEMBL1201823|ABATACEPT
CHEMBL1329455|MOLSIDOMINE
CHEMBL3301574|TISAGENLECLEUCEL
CHEMBL1200419|MOLINDONE HYDROCHLORIDE
CHEMBL1201438|ALDESLEUKIN
CHEMBL3545188|PASIREOTIDE PAMOATE
CHEMBL611|TERAZOSIN
CHEMBL4297734|CRIZANLIZUMAB
CHEMBL1723|ALFUZOSIN HYDROCHLORIDE
CHEMBL1200725|SERTACONAZOLE NITRATE
CHEMBL1200379|APRACLONIDINE HYDROCHLORIDE
CHEMBL2105740|SITAXENTAN SODIUM
CHEMBL797|PHENSUXIMIDE
CHEMBL780|PENTETIC ACID
CHEMBL1201239|IODAMIDE
CHEMBL1512677|AMYLMETACRESOL
CHEMBL1115|PYRIDOSTIGMINE
CHEMBL1200621|GEMIFLOXACIN MESYLATE
CHEMBL4297549|HUMAN C1-ESTERASE INHIBITOR
CHEMBL1091|HYDROCORTISONE ACETATE
CHEMBL3707248|VALBENAZINE TOSYLATE
CHEMBL383634|GLIQUIDONE
CHEMBL41286|DIACEREIN
CHEMBL3545131|ISATUXIMAB
CHEMBL930|GLUTAMINE
CHEMBL3|NICOTINE
CHEMBL1046|AMINOCAPROIC ACID
CHEMBL160|CYCLOSPORINE
CHEMBL22|TRIMETHOPRIM
CHEMBL11|IMIPRAMINE
CHEMBL1200500|BECLOMETHASONE DIPROPIONATE
CHEMBL1887891|DEXFENFLURAMINE HYDROCHLORIDE
CHEMBL1464|WARFARIN
CHEMBL571546|TIRBANIBULIN
CHEMBL1646|INDOCYANINE GREEN
CHEMBL1200787|PHENOXYBENZAMINE HYDROCHLORIDE
CHEMBL1306|TERCONAZOLE
CHEMBL325041|BORTEZOMIB
CHEMBL1123|DICYCLOMINE
CHEMBL14|CARBACHOL
CHEMBL709|ALFUZOSIN
CHEMBL1523964|EPHEDRINE SULFATE
CHEMBL1200887|TRIMETHOBENZAMIDE HYDROCHLORIDE
CHEMBL382301|ATOSIBAN
CHEMBL3545181|TIOTROPIUM BROMIDE
CHEMBL3392049|PYRITHIONE ZINC
CHEMBL1201052|MESORIDAZINE BESYLATE
CHEMBL1200757|PANCURONIUM BROMIDE
CHEMBL1568276|NAFCILLIN SODIUM
CHEMBL6622|ISOSORBIDE DINITRATE
CHEMBL1201536|NICOTINE POLACRILEX
CHEMBL1201193|LEVOBUPIVACAINE
CHEMBL3301589|ENFORTUMAB VEDOTIN
CHEMBL786|TAMOXIFEN CITRATE
CHEMBL1521|ZALEPLON
CHEMBL1693|DIETHYLPROPION HYDROCHLORIDE
CHEMBL1201640|INSULIN ZINC SUSP EXTENDED BEEF
CHEMBL1593906|LEVOPROPOXYPHENE NAPSYLATE
CHEMBL766|CILASTATIN
CHEMBL431770|ISTRADEFYLLINE
CHEMBL428647|PACLITAXEL
CHEMBL1083993|AMIODARONE HYDROCHLORIDE
CHEMBL680|CEFACLOR
CHEMBL3183075|NIZATIDINE
CHEMBL714|ALBUTEROL
CHEMBL605|PROCAINAMIDE HYDROCHLORIDE
CHEMBL973|TERIFLUNOMIDE
CHEMBL1165342|VINCAMINE
CHEMBL1089221|BENDAZAC
CHEMBL20883|TEGAFUR
CHEMBL852|MELPHALAN
CHEMBL408403|ANGIOTENSIN II
CHEMBL1528839|PHENFORMIN HYDROCHLORIDE
CHEMBL2028019|CARIPRAZINE
CHEMBL1200930|RABEPRAZOLE SODIUM
CHEMBL1200636|CYCLOBENZAPRINE HYDROCHLORIDE
CHEMBL465|DRONABINOL
CHEMBL1372|OXIGLUTATIONE
CHEMBL833|TICLOPIDINE
CHEMBL1201180|DICLOFENAC EPOLAMINE
CHEMBL1200477|ALLOPURINOL SODIUM
CHEMBL867|IOPANOIC ACID
CHEMBL4582651|PRALSETINIB
CHEMBL1200474|DEMECLOCYCLINE HYDROCHLORIDE
CHEMBL3707314|METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA
CHEMBL2108986|ARGIPRESSIN TANNATE
CHEMBL3989401|PAMIDRONATE DISODIUM
CHEMBL1790041|RANITIDINE
CHEMBL1201780|CARGLUMIC ACID
CHEMBL1201627|INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN
CHEMBL601|AMINOLEVULINIC ACID
CHEMBL2108581|CATUMAXOMAB
CHEMBL1201497|INSULIN GLARGINE
CHEMBL1256901|BUTYLSCOPOLAMINE BROMIDE
CHEMBL2110732|DACOMITINIB
CHEMBL1614701|SELUMETINIB
CHEMBL361506|PENTAMIDINE ISETHIONATE
CHEMBL1200420|MIDAZOLAM HYDROCHLORIDE
CHEMBL1200|BENOXINATE
CHEMBL1201619|APROTININ
CHEMBL1448|NICLOSAMIDE
CHEMBL3707330|ROLAPITANT HYDROCHLORIDE
CHEMBL388590|BENZBROMARONE
CHEMBL16|PHENYTOIN
CHEMBL1201010|FLUDROCORTISONE ACETATE
CHEMBL3039507|SOTAGLIFLOZIN
CHEMBL2108427|MENOTROPINS
CHEMBL857|BIOTIN
CHEMBL1200986|HALOPERIDOL DECANOATE
CHEMBL1358|FULVESTRANT
CHEMBL603|ZAFIRLUKAST
CHEMBL296419|ASTEMIZOLE
CHEMBL2218917|CEVIMELINE HYDROCHLORIDE
CHEMBL215645|RIVASTIGMINE TARTRATE
CHEMBL2108508|INTERFERON ALFA-2A
CHEMBL1289601|LENVATINIB
CHEMBL1480|FELODIPINE
CHEMBL1201141|IBUPROFEN LYSINE
CHEMBL277522|FENBUFEN
CHEMBL2108738|NIVOLUMAB
CHEMBL726|FLUPHENAZINE
CHEMBL141305|CYCLOFENIL
CHEMBL239243|TAURINE
CHEMBL1200977|MILRINONE LACTATE
CHEMBL1448187|FLUPHENAZINE HYDROCHLORIDE
CHEMBL139835|CYPROTERONE ACETATE
CHEMBL2354773|AUROTHIOGLUCOSE
CHEMBL1164729|FEBUXOSTAT
CHEMBL81|RALOXIFENE
CHEMBL3707320|ALECTINIB HYDROCHLORIDE
CHEMBL1200873|PHENTOLAMINE MESYLATE
CHEMBL1201550|DENILEUKIN DIFTITOX
CHEMBL477772|PAZOPANIB
CHEMBL4559134|SELPERCATINIB
CHEMBL1515|METHIMAZOLE
CHEMBL1200654|BENOXINATE HYDROCHLORIDE
CHEMBL1738|DEXRAZOXANE
CHEMBL1024|IFOSFAMIDE
CHEMBL707|DOXAZOSIN
CHEMBL1571863|ISOCONAZOLE
CHEMBL559180|ISOXSUPRINE HYDROCHLORIDE
CHEMBL1117|IDARUBICIN
CHEMBL2311030|ERGOLOID MESYLATES
CHEMBL1354199|METHSCOPOLAMINE BROMIDE
CHEMBL1200400|AZATHIOPRINE SODIUM
CHEMBL1201001|MECHLORETHAMINE HYDROCHLORIDE
CHEMBL525610|TERIPARATIDE
CHEMBL1517|OXYTETRACYCLINE
CHEMBL299400|BUTORPHANOL TARTRATE
CHEMBL87708|LOFEPRAMINE
CHEMBL11359|CISPLATIN
CHEMBL940|GABAPENTIN
CHEMBL1615372|LURASIDONE HYDROCHLORIDE
CHEMBL296913|PARECOXIB SODIUM
CHEMBL4594230|LIPEGFILGRASTIM
CHEMBL1201576|RITUXIMAB
CHEMBL450|METHARBITAL
CHEMBL1200563|CERIVASTATIN SODIUM
CHEMBL1201124|KETOROLAC TROMETHAMINE
CHEMBL61593|CYCLOTHIAZIDE
CHEMBL354077|AMIFAMPRIDINE
CHEMBL163|RITONAVIR
CHEMBL1200670|SARALASIN ACETATE
CHEMBL1201558|INTERFERON ALFA-2B
CHEMBL1200592|DESOXYCORTICOSTERONE PIVALATE
CHEMBL2043437|GLASDEGIB
CHEMBL654|MIRTAZAPINE
CHEMBL623|NEFAZODONE
CHEMBL1375743|ZIPRASIDONE HYDROCHLORIDE
CHEMBL1201115|ESMOLOL HYDROCHLORIDE
CHEMBL1593558|DEBRISOQUIN SULFATE
CHEMBL3306803|LUMATEPERONE
CHEMBL1601|CEFONICID
CHEMBL2062163|PHENDIMETRAZINE TARTRATE
CHEMBL1511|ESTRADIOL VALERATE
CHEMBL517|DISOPYRAMIDE
CHEMBL2105613|DIVALPROEX SODIUM
CHEMBL1717|TICLOPIDINE HYDROCHLORIDE
CHEMBL18|ETHOXZOLAMIDE
CHEMBL1201496|INSULIN ASPART
CHEMBL1201562|INTERFERON BETA-1A
CHEMBL1185568|DITHIAZANINE
CHEMBL1201060|LOXAPINE HYDROCHLORIDE
CHEMBL1330729|CLENBUTEROL HYDROCHLORIDE
CHEMBL1597|DIMERCAPROL
CHEMBL3244648|METHOTREXATE SODIUM
CHEMBL1201752|IXABEPILONE
CHEMBL1200927|DEXCHLORPHENIRAMINE MALEATE
CHEMBL416956|MEFLOQUINE
CHEMBL695|TRIMETHADIONE
